S 645960,4 miss eviction 
L 605964,4 miss eviction 
S 645a60,4 miss eviction 
L 605968,4 hit 
S 645b60,4 miss eviction 
L 60596c,4 hit 
S 645c60,4 miss eviction 
L 605970,4 hit 
S 645d60,4 miss eviction 
L 605974,4 miss eviction 
S 645e60,4 miss eviction 
L 605978,4 hit 
S 645f60,4 miss eviction 
L 60597c,4 hit 
S 646060,4 miss eviction 
L 605980,4 miss eviction 
S 646160,4 miss eviction 
L 605984,4 hit 
S 646260,4 miss eviction 
L 605988,4 hit 
S 646360,4 miss eviction 
L 60598c,4 hit 
S 646460,4 miss eviction 
L 605990,4 hit 
S 646560,4 miss eviction 
L 605994,4 hit 
S 646660,4 miss eviction 
L 605998,4 hit 
S 646760,4 miss eviction 
L 60599c,4 hit 
S 646860,4 miss eviction 
L 6059a0,4 miss eviction 
S 646960,4 miss eviction 
L 6059a4,4 hit 
S 646a60,4 miss eviction 
L 6059a8,4 hit 
S 646b60,4 miss eviction 
L 6059ac,4 hit 
S 646c60,4 miss eviction 
L 6059b0,4 hit 
S 646d60,4 miss eviction 
L 6059b4,4 hit 
S 646e60,4 miss eviction 
L 6059b8,4 hit 
S 646f60,4 miss eviction 
L 6059bc,4 hit 
S 647060,4 miss eviction 
L 6059c0,4 miss eviction 
S 647160,4 miss eviction 
L 6059c4,4 hit 
S 647260,4 miss eviction 
L 6059c8,4 hit 
S 647360,4 miss eviction 
L 6059cc,4 hit 
S 647460,4 miss eviction 
L 6059d0,4 hit 
S 647560,4 miss eviction 
L 6059d4,4 hit 
S 647660,4 miss eviction 
L 6059d8,4 hit 
S 647760,4 miss eviction 
L 6059dc,4 hit 
S 647860,4 miss eviction 
L 6059e0,4 miss eviction 
S 647960,4 miss eviction 
L 6059e4,4 hit 
S 647a60,4 miss eviction 
L 6059e8,4 hit 
S 647b60,4 miss eviction 
L 6059ec,4 hit 
S 647c60,4 miss eviction 
L 6059f0,4 hit 
S 647d60,4 miss eviction 
L 6059f4,4 hit 
S 647e60,4 miss eviction 
L 6059f8,4 hit 
S 647f60,4 miss eviction 
L 6059fc,4 hit 
S 648060,4 miss eviction 
L 605a00,4 miss eviction 
S 648160,4 miss eviction 
L 605a04,4 hit 
S 648260,4 miss eviction 
L 605a08,4 hit 
S 648360,4 miss eviction 
L 605a0c,4 hit 
S 648460,4 miss eviction 
L 605a10,4 hit 
S 648560,4 miss eviction 
L 605a14,4 hit 
S 648660,4 miss eviction 
L 605a18,4 hit 
S 648760,4 miss eviction 
L 605a1c,4 hit 
S 648860,4 miss eviction 
L 605a20,4 miss eviction 
S 648960,4 miss eviction 
L 605a24,4 hit 
S 648a60,4 miss eviction 
L 605a28,4 hit 
S 648b60,4 miss eviction 
L 605a2c,4 hit 
S 648c60,4 miss eviction 
L 605a30,4 hit 
S 648d60,4 miss eviction 
L 605a34,4 hit 
S 648e60,4 miss eviction 
L 605a38,4 hit 
S 648f60,4 miss eviction 
L 605a3c,4 hit 
S 649060,4 miss eviction 
L 605a40,4 miss eviction 
S 645164,4 miss eviction 
L 605a44,4 hit 
S 645264,4 miss eviction 
L 605a48,4 hit 
S 645364,4 miss eviction 
L 605a4c,4 hit 
S 645464,4 miss eviction 
L 605a50,4 hit 
S 645564,4 miss eviction 
L 605a54,4 hit 
S 645664,4 miss eviction 
L 605a58,4 hit 
S 645764,4 miss eviction 
L 605a5c,4 hit 
S 645864,4 miss eviction 
L 605a60,4 miss eviction 
S 645964,4 miss eviction 
L 605a64,4 hit 
S 645a64,4 miss eviction 
L 605a68,4 miss eviction 
S 645b64,4 miss eviction 
L 605a6c,4 hit 
S 645c64,4 miss eviction 
L 605a70,4 hit 
S 645d64,4 miss eviction 
L 605a74,4 hit 
S 645e64,4 miss eviction 
L 605a78,4 miss eviction 
S 645f64,4 miss eviction 
L 605a7c,4 hit 
S 646064,4 miss eviction 
L 605a80,4 miss eviction 
S 646164,4 miss eviction 
L 605a84,4 hit 
S 646264,4 miss eviction 
L 605a88,4 hit 
S 646364,4 miss eviction 
L 605a8c,4 hit 
S 646464,4 miss eviction 
L 605a90,4 hit 
S 646564,4 miss eviction 
L 605a94,4 hit 
S 646664,4 miss eviction 
L 605a98,4 hit 
S 646764,4 miss eviction 
L 605a9c,4 hit 
S 646864,4 miss eviction 
L 605aa0,4 miss eviction 
S 646964,4 miss eviction 
L 605aa4,4 hit 
S 646a64,4 miss eviction 
L 605aa8,4 hit 
S 646b64,4 miss eviction 
L 605aac,4 hit 
S 646c64,4 miss eviction 
L 605ab0,4 hit 
S 646d64,4 miss eviction 
L 605ab4,4 hit 
S 646e64,4 miss eviction 
L 605ab8,4 hit 
S 646f64,4 miss eviction 
L 605abc,4 hit 
S 647064,4 miss eviction 
L 605ac0,4 miss eviction 
S 647164,4 miss eviction 
L 605ac4,4 hit 
S 647264,4 miss eviction 
L 605ac8,4 hit 
S 647364,4 miss eviction 
L 605acc,4 hit 
S 647464,4 miss eviction 
L 605ad0,4 hit 
S 647564,4 miss eviction 
L 605ad4,4 hit 
S 647664,4 miss eviction 
L 605ad8,4 hit 
S 647764,4 miss eviction 
L 605adc,4 hit 
S 647864,4 miss eviction 
L 605ae0,4 miss eviction 
S 647964,4 miss eviction 
L 605ae4,4 hit 
S 647a64,4 miss eviction 
L 605ae8,4 hit 
S 647b64,4 miss eviction 
L 605aec,4 hit 
S 647c64,4 miss eviction 
L 605af0,4 hit 
S 647d64,4 miss eviction 
L 605af4,4 hit 
S 647e64,4 miss eviction 
L 605af8,4 hit 
S 647f64,4 miss eviction 
L 605afc,4 hit 
S 648064,4 miss eviction 
L 605b00,4 miss eviction 
S 648164,4 miss eviction 
L 605b04,4 hit 
S 648264,4 miss eviction 
L 605b08,4 hit 
S 648364,4 miss eviction 
L 605b0c,4 hit 
S 648464,4 miss eviction 
L 605b10,4 hit 
S 648564,4 miss eviction 
L 605b14,4 hit 
S 648664,4 miss eviction 
L 605b18,4 hit 
S 648764,4 miss eviction 
L 605b1c,4 hit 
S 648864,4 miss eviction 
L 605b20,4 miss eviction 
S 648964,4 miss eviction 
L 605b24,4 hit 
S 648a64,4 miss eviction 
L 605b28,4 hit 
S 648b64,4 miss eviction 
L 605b2c,4 hit 
S 648c64,4 miss eviction 
L 605b30,4 hit 
S 648d64,4 miss eviction 
L 605b34,4 hit 
S 648e64,4 miss eviction 
L 605b38,4 hit 
S 648f64,4 miss eviction 
L 605b3c,4 hit 
S 649064,4 miss eviction 
L 605b40,4 miss eviction 
S 645168,4 miss eviction 
L 605b44,4 hit 
S 645268,4 miss eviction 
L 605b48,4 hit 
S 645368,4 miss eviction 
L 605b4c,4 hit 
S 645468,4 miss eviction 
L 605b50,4 hit 
S 645568,4 miss eviction 
L 605b54,4 hit 
S 645668,4 miss eviction 
L 605b58,4 hit 
S 645768,4 miss eviction 
L 605b5c,4 hit 
S 645868,4 miss eviction 
L 605b60,4 miss eviction 
S 645968,4 miss eviction 
L 605b64,4 hit 
S 645a68,4 miss eviction 
L 605b68,4 hit 
S 645b68,4 miss eviction 
L 605b6c,4 miss eviction 
S 645c68,4 miss eviction 
L 605b70,4 hit 
S 645d68,4 miss eviction 
L 605b74,4 hit 
S 645e68,4 miss eviction 
L 605b78,4 hit 
S 645f68,4 miss eviction 
L 605b7c,4 miss eviction 
S 646068,4 miss eviction 
L 605b80,4 miss eviction 
S 646168,4 miss eviction 
L 605b84,4 hit 
S 646268,4 miss eviction 
L 605b88,4 hit 
S 646368,4 miss eviction 
L 605b8c,4 hit 
S 646468,4 miss eviction 
L 605b90,4 hit 
S 646568,4 miss eviction 
L 605b94,4 hit 
S 646668,4 miss eviction 
L 605b98,4 hit 
S 646768,4 miss eviction 
L 605b9c,4 hit 
S 646868,4 miss eviction 
L 605ba0,4 miss eviction 
S 646968,4 miss eviction 
L 605ba4,4 hit 
S 646a68,4 miss eviction 
L 605ba8,4 hit 
S 646b68,4 miss eviction 
L 605bac,4 hit 
S 646c68,4 miss eviction 
L 605bb0,4 hit 
S 646d68,4 miss eviction 
L 605bb4,4 hit 
S 646e68,4 miss eviction 
L 605bb8,4 hit 
S 646f68,4 miss eviction 
L 605bbc,4 hit 
S 647068,4 miss eviction 
L 605bc0,4 miss eviction 
S 647168,4 miss eviction 
L 605bc4,4 hit 
S 647268,4 miss eviction 
L 605bc8,4 hit 
S 647368,4 miss eviction 
L 605bcc,4 hit 
S 647468,4 miss eviction 
L 605bd0,4 hit 
S 647568,4 miss eviction 
L 605bd4,4 hit 
S 647668,4 miss eviction 
L 605bd8,4 hit 
S 647768,4 miss eviction 
L 605bdc,4 hit 
S 647868,4 miss eviction 
L 605be0,4 miss eviction 
S 647968,4 miss eviction 
L 605be4,4 hit 
S 647a68,4 miss eviction 
L 605be8,4 hit 
S 647b68,4 miss eviction 
L 605bec,4 hit 
S 647c68,4 miss eviction 
L 605bf0,4 hit 
S 647d68,4 miss eviction 
L 605bf4,4 hit 
S 647e68,4 miss eviction 
L 605bf8,4 hit 
S 647f68,4 miss eviction 
L 605bfc,4 hit 
S 648068,4 miss eviction 
L 605c00,4 miss eviction 
S 648168,4 miss eviction 
L 605c04,4 hit 
S 648268,4 miss eviction 
L 605c08,4 hit 
S 648368,4 miss eviction 
L 605c0c,4 hit 
S 648468,4 miss eviction 
L 605c10,4 hit 
S 648568,4 miss eviction 
L 605c14,4 hit 
S 648668,4 miss eviction 
L 605c18,4 hit 
S 648768,4 miss eviction 
L 605c1c,4 hit 
S 648868,4 miss eviction 
L 605c20,4 miss eviction 
S 648968,4 miss eviction 
L 605c24,4 hit 
S 648a68,4 miss eviction 
L 605c28,4 hit 
S 648b68,4 miss eviction 
L 605c2c,4 hit 
S 648c68,4 miss eviction 
L 605c30,4 hit 
S 648d68,4 miss eviction 
L 605c34,4 hit 
S 648e68,4 miss eviction 
L 605c38,4 hit 
S 648f68,4 miss eviction 
L 605c3c,4 hit 
S 649068,4 miss eviction 
L 605c40,4 miss eviction 
S 64516c,4 miss eviction 
L 605c44,4 hit 
S 64526c,4 miss eviction 
L 605c48,4 hit 
S 64536c,4 miss eviction 
L 605c4c,4 hit 
S 64546c,4 miss eviction 
L 605c50,4 hit 
S 64556c,4 miss eviction 
L 605c54,4 hit 
S 64566c,4 miss eviction 
L 605c58,4 hit 
S 64576c,4 miss eviction 
L 605c5c,4 hit 
S 64586c,4 miss eviction 
L 605c60,4 miss eviction 
S 64596c,4 miss eviction 
L 605c64,4 hit 
S 645a6c,4 miss eviction 
L 605c68,4 hit 
S 645b6c,4 miss eviction 
L 605c6c,4 hit 
S 645c6c,4 miss eviction 
L 605c70,4 miss eviction 
S 645d6c,4 miss eviction 
L 605c74,4 hit 
S 645e6c,4 miss eviction 
L 605c78,4 hit 
S 645f6c,4 miss eviction 
L 605c7c,4 hit 
S 64606c,4 miss eviction 
L 605c80,4 miss eviction 
S 64616c,4 miss eviction 
L 605c84,4 hit 
S 64626c,4 miss eviction 
L 605c88,4 hit 
S 64636c,4 miss eviction 
L 605c8c,4 hit 
S 64646c,4 miss eviction 
L 605c90,4 hit 
S 64656c,4 miss eviction 
L 605c94,4 hit 
S 64666c,4 miss eviction 
L 605c98,4 hit 
S 64676c,4 miss eviction 
L 605c9c,4 hit 
S 64686c,4 miss eviction 
L 605ca0,4 miss eviction 
S 64696c,4 miss eviction 
L 605ca4,4 hit 
S 646a6c,4 miss eviction 
L 605ca8,4 hit 
S 646b6c,4 miss eviction 
L 605cac,4 hit 
S 646c6c,4 miss eviction 
L 605cb0,4 hit 
S 646d6c,4 miss eviction 
L 605cb4,4 hit 
S 646e6c,4 miss eviction 
L 605cb8,4 hit 
S 646f6c,4 miss eviction 
L 605cbc,4 hit 
S 64706c,4 miss eviction 
L 605cc0,4 miss eviction 
S 64716c,4 miss eviction 
L 605cc4,4 hit 
S 64726c,4 miss eviction 
L 605cc8,4 hit 
S 64736c,4 miss eviction 
L 605ccc,4 hit 
S 64746c,4 miss eviction 
L 605cd0,4 hit 
S 64756c,4 miss eviction 
L 605cd4,4 hit 
S 64766c,4 miss eviction 
L 605cd8,4 hit 
S 64776c,4 miss eviction 
L 605cdc,4 hit 
S 64786c,4 miss eviction 
L 605ce0,4 miss eviction 
S 64796c,4 miss eviction 
L 605ce4,4 hit 
S 647a6c,4 miss eviction 
L 605ce8,4 hit 
S 647b6c,4 miss eviction 
L 605cec,4 hit 
S 647c6c,4 miss eviction 
L 605cf0,4 hit 
S 647d6c,4 miss eviction 
L 605cf4,4 hit 
S 647e6c,4 miss eviction 
L 605cf8,4 hit 
S 647f6c,4 miss eviction 
L 605cfc,4 hit 
S 64806c,4 miss eviction 
L 605d00,4 miss eviction 
S 64816c,4 miss eviction 
L 605d04,4 hit 
S 64826c,4 miss eviction 
L 605d08,4 hit 
S 64836c,4 miss eviction 
L 605d0c,4 hit 
S 64846c,4 miss eviction 
L 605d10,4 hit 
S 64856c,4 miss eviction 
L 605d14,4 hit 
S 64866c,4 miss eviction 
L 605d18,4 hit 
S 64876c,4 miss eviction 
L 605d1c,4 hit 
S 64886c,4 miss eviction 
L 605d20,4 miss eviction 
S 64896c,4 miss eviction 
L 605d24,4 hit 
S 648a6c,4 miss eviction 
L 605d28,4 hit 
S 648b6c,4 miss eviction 
L 605d2c,4 hit 
S 648c6c,4 miss eviction 
L 605d30,4 hit 
S 648d6c,4 miss eviction 
L 605d34,4 hit 
S 648e6c,4 miss eviction 
L 605d38,4 hit 
S 648f6c,4 miss eviction 
L 605d3c,4 hit 
S 64906c,4 miss eviction 
L 605d40,4 miss eviction 
S 645170,4 miss eviction 
L 605d44,4 hit 
S 645270,4 miss eviction 
L 605d48,4 hit 
S 645370,4 miss eviction 
L 605d4c,4 hit 
S 645470,4 miss eviction 
L 605d50,4 hit 
S 645570,4 miss eviction 
L 605d54,4 hit 
S 645670,4 miss eviction 
L 605d58,4 hit 
S 645770,4 miss eviction 
L 605d5c,4 hit 
S 645870,4 miss eviction 
L 605d60,4 miss eviction 
S 645970,4 miss eviction 
L 605d64,4 miss eviction 
S 645a70,4 miss eviction 
L 605d68,4 hit 
S 645b70,4 miss eviction 
L 605d6c,4 hit 
S 645c70,4 miss eviction 
L 605d70,4 hit 
S 645d70,4 miss eviction 
L 605d74,4 miss eviction 
S 645e70,4 miss eviction 
L 605d78,4 hit 
S 645f70,4 miss eviction 
L 605d7c,4 hit 
S 646070,4 miss eviction 
L 605d80,4 miss eviction 
S 646170,4 miss eviction 
L 605d84,4 hit 
S 646270,4 miss eviction 
L 605d88,4 hit 
S 646370,4 miss eviction 
L 605d8c,4 hit 
S 646470,4 miss eviction 
L 605d90,4 hit 
S 646570,4 miss eviction 
L 605d94,4 hit 
S 646670,4 miss eviction 
L 605d98,4 hit 
S 646770,4 miss eviction 
L 605d9c,4 hit 
S 646870,4 miss eviction 
L 605da0,4 miss eviction 
S 646970,4 miss eviction 
L 605da4,4 hit 
S 646a70,4 miss eviction 
L 605da8,4 hit 
S 646b70,4 miss eviction 
L 605dac,4 hit 
S 646c70,4 miss eviction 
L 605db0,4 hit 
S 646d70,4 miss eviction 
L 605db4,4 hit 
S 646e70,4 miss eviction 
L 605db8,4 hit 
S 646f70,4 miss eviction 
L 605dbc,4 hit 
S 647070,4 miss eviction 
L 605dc0,4 miss eviction 
S 647170,4 miss eviction 
L 605dc4,4 hit 
S 647270,4 miss eviction 
L 605dc8,4 hit 
S 647370,4 miss eviction 
L 605dcc,4 hit 
S 647470,4 miss eviction 
L 605dd0,4 hit 
S 647570,4 miss eviction 
L 605dd4,4 hit 
S 647670,4 miss eviction 
L 605dd8,4 hit 
S 647770,4 miss eviction 
L 605ddc,4 hit 
S 647870,4 miss eviction 
L 605de0,4 miss eviction 
S 647970,4 miss eviction 
L 605de4,4 hit 
S 647a70,4 miss eviction 
L 605de8,4 hit 
S 647b70,4 miss eviction 
L 605dec,4 hit 
S 647c70,4 miss eviction 
L 605df0,4 hit 
S 647d70,4 miss eviction 
L 605df4,4 hit 
S 647e70,4 miss eviction 
L 605df8,4 hit 
S 647f70,4 miss eviction 
L 605dfc,4 hit 
S 648070,4 miss eviction 
L 605e00,4 miss eviction 
S 648170,4 miss eviction 
L 605e04,4 hit 
S 648270,4 miss eviction 
L 605e08,4 hit 
S 648370,4 miss eviction 
L 605e0c,4 hit 
S 648470,4 miss eviction 
L 605e10,4 hit 
S 648570,4 miss eviction 
L 605e14,4 hit 
S 648670,4 miss eviction 
L 605e18,4 hit 
S 648770,4 miss eviction 
L 605e1c,4 hit 
S 648870,4 miss eviction 
L 605e20,4 miss eviction 
S 648970,4 miss eviction 
L 605e24,4 hit 
S 648a70,4 miss eviction 
L 605e28,4 hit 
S 648b70,4 miss eviction 
L 605e2c,4 hit 
S 648c70,4 miss eviction 
L 605e30,4 hit 
S 648d70,4 miss eviction 
L 605e34,4 hit 
S 648e70,4 miss eviction 
L 605e38,4 hit 
S 648f70,4 miss eviction 
L 605e3c,4 hit 
S 649070,4 miss eviction 
L 605e40,4 miss eviction 
S 645174,4 miss eviction 
L 605e44,4 hit 
S 645274,4 miss eviction 
L 605e48,4 hit 
S 645374,4 miss eviction 
L 605e4c,4 hit 
S 645474,4 miss eviction 
L 605e50,4 hit 
S 645574,4 miss eviction 
L 605e54,4 hit 
S 645674,4 miss eviction 
L 605e58,4 hit 
S 645774,4 miss eviction 
L 605e5c,4 hit 
S 645874,4 miss eviction 
L 605e60,4 miss eviction 
S 645974,4 miss eviction 
L 605e64,4 hit 
S 645a74,4 miss eviction 
L 605e68,4 miss eviction 
S 645b74,4 miss eviction 
L 605e6c,4 hit 
S 645c74,4 miss eviction 
L 605e70,4 hit 
S 645d74,4 miss eviction 
L 605e74,4 hit 
S 645e74,4 miss eviction 
L 605e78,4 miss eviction 
S 645f74,4 miss eviction 
L 605e7c,4 hit 
S 646074,4 miss eviction 
L 605e80,4 miss eviction 
S 646174,4 miss eviction 
L 605e84,4 hit 
S 646274,4 miss eviction 
L 605e88,4 hit 
S 646374,4 miss eviction 
L 605e8c,4 hit 
S 646474,4 miss eviction 
L 605e90,4 hit 
S 646574,4 miss eviction 
L 605e94,4 hit 
S 646674,4 miss eviction 
L 605e98,4 hit 
S 646774,4 miss eviction 
L 605e9c,4 hit 
S 646874,4 miss eviction 
L 605ea0,4 miss eviction 
S 646974,4 miss eviction 
L 605ea4,4 hit 
S 646a74,4 miss eviction 
L 605ea8,4 hit 
S 646b74,4 miss eviction 
L 605eac,4 hit 
S 646c74,4 miss eviction 
L 605eb0,4 hit 
S 646d74,4 miss eviction 
L 605eb4,4 hit 
S 646e74,4 miss eviction 
L 605eb8,4 hit 
S 646f74,4 miss eviction 
L 605ebc,4 hit 
S 647074,4 miss eviction 
L 605ec0,4 miss eviction 
S 647174,4 miss eviction 
L 605ec4,4 hit 
S 647274,4 miss eviction 
L 605ec8,4 hit 
S 647374,4 miss eviction 
L 605ecc,4 hit 
S 647474,4 miss eviction 
L 605ed0,4 hit 
S 647574,4 miss eviction 
L 605ed4,4 hit 
S 647674,4 miss eviction 
L 605ed8,4 hit 
S 647774,4 miss eviction 
L 605edc,4 hit 
S 647874,4 miss eviction 
L 605ee0,4 miss eviction 
S 647974,4 miss eviction 
L 605ee4,4 hit 
S 647a74,4 miss eviction 
L 605ee8,4 hit 
S 647b74,4 miss eviction 
L 605eec,4 hit 
S 647c74,4 miss eviction 
L 605ef0,4 hit 
S 647d74,4 miss eviction 
L 605ef4,4 hit 
S 647e74,4 miss eviction 
L 605ef8,4 hit 
S 647f74,4 miss eviction 
L 605efc,4 hit 
S 648074,4 miss eviction 
L 605f00,4 miss eviction 
S 648174,4 miss eviction 
L 605f04,4 hit 
S 648274,4 miss eviction 
L 605f08,4 hit 
S 648374,4 miss eviction 
L 605f0c,4 hit 
S 648474,4 miss eviction 
L 605f10,4 hit 
S 648574,4 miss eviction 
L 605f14,4 hit 
S 648674,4 miss eviction 
L 605f18,4 hit 
S 648774,4 miss eviction 
L 605f1c,4 hit 
S 648874,4 miss eviction 
L 605f20,4 miss eviction 
S 648974,4 miss eviction 
L 605f24,4 hit 
S 648a74,4 miss eviction 
L 605f28,4 hit 
S 648b74,4 miss eviction 
L 605f2c,4 hit 
S 648c74,4 miss eviction 
L 605f30,4 hit 
S 648d74,4 miss eviction 
L 605f34,4 hit 
S 648e74,4 miss eviction 
L 605f38,4 hit 
S 648f74,4 miss eviction 
L 605f3c,4 hit 
S 649074,4 miss eviction 
L 605f40,4 miss eviction 
S 645178,4 miss eviction 
L 605f44,4 hit 
S 645278,4 miss eviction 
L 605f48,4 hit 
S 645378,4 miss eviction 
L 605f4c,4 hit 
S 645478,4 miss eviction 
L 605f50,4 hit 
S 645578,4 miss eviction 
L 605f54,4 hit 
S 645678,4 miss eviction 
L 605f58,4 hit 
S 645778,4 miss eviction 
L 605f5c,4 hit 
S 645878,4 miss eviction 
L 605f60,4 miss eviction 
S 645978,4 miss eviction 
L 605f64,4 hit 
S 645a78,4 miss eviction 
L 605f68,4 hit 
S 645b78,4 miss eviction 
L 605f6c,4 miss eviction 
S 645c78,4 miss eviction 
L 605f70,4 hit 
S 645d78,4 miss eviction 
L 605f74,4 hit 
S 645e78,4 miss eviction 
L 605f78,4 hit 
S 645f78,4 miss eviction 
L 605f7c,4 miss eviction 
S 646078,4 miss eviction 
L 605f80,4 miss eviction 
S 646178,4 miss eviction 
L 605f84,4 hit 
S 646278,4 miss eviction 
L 605f88,4 hit 
S 646378,4 miss eviction 
L 605f8c,4 hit 
S 646478,4 miss eviction 
L 605f90,4 hit 
S 646578,4 miss eviction 
L 605f94,4 hit 
S 646678,4 miss eviction 
L 605f98,4 hit 
S 646778,4 miss eviction 
L 605f9c,4 hit 
S 646878,4 miss eviction 
L 605fa0,4 miss eviction 
S 646978,4 miss eviction 
L 605fa4,4 hit 
S 646a78,4 miss eviction 
L 605fa8,4 hit 
S 646b78,4 miss eviction 
L 605fac,4 hit 
S 646c78,4 miss eviction 
L 605fb0,4 hit 
S 646d78,4 miss eviction 
L 605fb4,4 hit 
S 646e78,4 miss eviction 
L 605fb8,4 hit 
S 646f78,4 miss eviction 
L 605fbc,4 hit 
S 647078,4 miss eviction 
L 605fc0,4 miss eviction 
S 647178,4 miss eviction 
L 605fc4,4 hit 
S 647278,4 miss eviction 
L 605fc8,4 hit 
S 647378,4 miss eviction 
L 605fcc,4 hit 
S 647478,4 miss eviction 
L 605fd0,4 hit 
S 647578,4 miss eviction 
L 605fd4,4 hit 
S 647678,4 miss eviction 
L 605fd8,4 hit 
S 647778,4 miss eviction 
L 605fdc,4 hit 
S 647878,4 miss eviction 
L 605fe0,4 miss eviction 
S 647978,4 miss eviction 
L 605fe4,4 hit 
S 647a78,4 miss eviction 
L 605fe8,4 hit 
S 647b78,4 miss eviction 
L 605fec,4 hit 
S 647c78,4 miss eviction 
L 605ff0,4 hit 
S 647d78,4 miss eviction 
L 605ff4,4 hit 
S 647e78,4 miss eviction 
L 605ff8,4 hit 
S 647f78,4 miss eviction 
L 605ffc,4 hit 
S 648078,4 miss eviction 
L 606000,4 miss eviction 
S 648178,4 miss eviction 
L 606004,4 hit 
S 648278,4 miss eviction 
L 606008,4 hit 
S 648378,4 miss eviction 
L 60600c,4 hit 
S 648478,4 miss eviction 
L 606010,4 hit 
S 648578,4 miss eviction 
L 606014,4 hit 
S 648678,4 miss eviction 
L 606018,4 hit 
S 648778,4 miss eviction 
L 60601c,4 hit 
S 648878,4 miss eviction 
L 606020,4 miss eviction 
S 648978,4 miss eviction 
L 606024,4 hit 
S 648a78,4 miss eviction 
L 606028,4 hit 
S 648b78,4 miss eviction 
L 60602c,4 hit 
S 648c78,4 miss eviction 
L 606030,4 hit 
S 648d78,4 miss eviction 
L 606034,4 hit 
S 648e78,4 miss eviction 
L 606038,4 hit 
S 648f78,4 miss eviction 
L 60603c,4 hit 
S 649078,4 miss eviction 
L 606040,4 miss eviction 
S 64517c,4 miss eviction 
L 606044,4 hit 
S 64527c,4 miss eviction 
L 606048,4 hit 
S 64537c,4 miss eviction 
L 60604c,4 hit 
S 64547c,4 miss eviction 
L 606050,4 hit 
S 64557c,4 miss eviction 
L 606054,4 hit 
S 64567c,4 miss eviction 
L 606058,4 hit 
S 64577c,4 miss eviction 
L 60605c,4 hit 
S 64587c,4 miss eviction 
L 606060,4 miss eviction 
S 64597c,4 miss eviction 
L 606064,4 hit 
S 645a7c,4 miss eviction 
L 606068,4 hit 
S 645b7c,4 miss eviction 
L 60606c,4 hit 
S 645c7c,4 miss eviction 
L 606070,4 miss eviction 
S 645d7c,4 miss eviction 
L 606074,4 hit 
S 645e7c,4 miss eviction 
L 606078,4 hit 
S 645f7c,4 miss eviction 
L 60607c,4 hit 
S 64607c,4 miss eviction 
L 606080,4 miss eviction 
S 64617c,4 miss eviction 
L 606084,4 hit 
S 64627c,4 miss eviction 
L 606088,4 hit 
S 64637c,4 miss eviction 
L 60608c,4 hit 
S 64647c,4 miss eviction 
L 606090,4 hit 
S 64657c,4 miss eviction 
L 606094,4 hit 
S 64667c,4 miss eviction 
L 606098,4 hit 
S 64677c,4 miss eviction 
L 60609c,4 hit 
S 64687c,4 miss eviction 
L 6060a0,4 miss eviction 
S 64697c,4 miss eviction 
L 6060a4,4 hit 
S 646a7c,4 miss eviction 
L 6060a8,4 hit 
S 646b7c,4 miss eviction 
L 6060ac,4 hit 
S 646c7c,4 miss eviction 
L 6060b0,4 hit 
S 646d7c,4 miss eviction 
L 6060b4,4 hit 
S 646e7c,4 miss eviction 
L 6060b8,4 hit 
S 646f7c,4 miss eviction 
L 6060bc,4 hit 
S 64707c,4 miss eviction 
L 6060c0,4 miss eviction 
S 64717c,4 miss eviction 
L 6060c4,4 hit 
S 64727c,4 miss eviction 
L 6060c8,4 hit 
S 64737c,4 miss eviction 
L 6060cc,4 hit 
S 64747c,4 miss eviction 
L 6060d0,4 hit 
S 64757c,4 miss eviction 
L 6060d4,4 hit 
S 64767c,4 miss eviction 
L 6060d8,4 hit 
S 64777c,4 miss eviction 
L 6060dc,4 hit 
S 64787c,4 miss eviction 
L 6060e0,4 miss eviction 
S 64797c,4 miss eviction 
L 6060e4,4 hit 
S 647a7c,4 miss eviction 
L 6060e8,4 hit 
S 647b7c,4 miss eviction 
L 6060ec,4 hit 
S 647c7c,4 miss eviction 
L 6060f0,4 hit 
S 647d7c,4 miss eviction 
L 6060f4,4 hit 
S 647e7c,4 miss eviction 
L 6060f8,4 hit 
S 647f7c,4 miss eviction 
L 6060fc,4 hit 
S 64807c,4 miss eviction 
L 606100,4 miss eviction 
S 64817c,4 miss eviction 
L 606104,4 hit 
S 64827c,4 miss eviction 
L 606108,4 hit 
S 64837c,4 miss eviction 
L 60610c,4 hit 
S 64847c,4 miss eviction 
L 606110,4 hit 
S 64857c,4 miss eviction 
L 606114,4 hit 
S 64867c,4 miss eviction 
L 606118,4 hit 
S 64877c,4 miss eviction 
L 60611c,4 hit 
S 64887c,4 miss eviction 
L 606120,4 miss eviction 
S 64897c,4 miss eviction 
L 606124,4 hit 
S 648a7c,4 miss eviction 
L 606128,4 hit 
S 648b7c,4 miss eviction 
L 60612c,4 hit 
S 648c7c,4 miss eviction 
L 606130,4 hit 
S 648d7c,4 miss eviction 
L 606134,4 hit 
S 648e7c,4 miss eviction 
L 606138,4 hit 
S 648f7c,4 miss eviction 
L 60613c,4 hit 
S 64907c,4 miss eviction 
L 606140,4 miss eviction 
S 645180,4 miss eviction 
L 606144,4 hit 
S 645280,4 miss eviction 
L 606148,4 hit 
S 645380,4 miss eviction 
L 60614c,4 hit 
S 645480,4 miss eviction 
L 606150,4 hit 
S 645580,4 miss eviction 
L 606154,4 hit 
S 645680,4 miss eviction 
L 606158,4 hit 
S 645780,4 miss eviction 
L 60615c,4 hit 
